date,trade_type,instrument_type,contract,quantity,price,multiplier,notional,transaction_cost,reason
2023-11-20,hedge_rebalance,futures,IM2312,-1.0,6213.8,200.0,1242760.0,0.0,delta_rebalance
2023-11-21,hedge_rebalance,futures,IM2312,1.0,6161.8,200.0,1232360.0,0.0,delta_rebalance
2023-12-11,roll_close,futures,IM2312,-4.0,6070.6,200.0,4856480.0,0.0,futures_roll
2023-12-11,roll_open,futures,IM2401,4.0,6035.8,200.0,4828640.0,0.0,futures_roll
2023-12-25,hedge_rebalance,futures,IM2401,-31.0,5717.6,200.0,35449120.0,0.0,delta_rebalance
2023-12-26,hedge_rebalance,futures,IM2401,31.0,5636.6,200.0,34946920.0,0.0,delta_rebalance
2024-01-05,hedge_rebalance,futures,IM2401,30.0,5664.8,200.0,33988800.0,0.0,delta_rebalance
2024-01-08,hedge_rebalance,futures,IM2401,-29.0,5480.2,200.0,31785159.999999996,0.0,delta_rebalance
2024-01-15,roll_close,futures,IM2401,-5.0,5530.2,200.0,5530200.0,0.0,futures_roll
2024-01-15,roll_open,futures,IM2402,5.0,5490.2,200.0,5490200.0,0.0,futures_roll
2024-02-05,hedge_rebalance,futures,IM2402,-1.0,4176.6,200.0,835320.0000000001,0.0,delta_rebalance
2024-02-06,hedge_rebalance,futures,IM2402,1.0,4609.0,200.0,921800.0,0.0,delta_rebalance
2024-02-19,roll_close,futures,IM2402,-5.0,4985.4,200.0,4985400.0,0.0,futures_roll
2024-02-19,roll_open,futures,IM2403,5.0,4954.6,200.0,4954600.0,0.0,futures_roll
2024-02-21,hedge_rebalance,futures,IM2403,34.0,5001.4,200.0,34009519.99999999,0.0,delta_rebalance
2024-02-22,hedge_rebalance,futures,IM2403,-34.0,5122.4,200.0,34832319.99999999,0.0,delta_rebalance
2024-03-11,roll_close,futures,IM2403,-5.0,5463.0,200.0,5463000.0,0.0,futures_roll
2024-03-11,roll_open,futures,IM2404,5.0,5413.6,200.0,5413600.0,0.0,futures_roll
2024-04-15,roll_close,futures,IM2404,-5.0,5262.8,200.0,5262800.0,0.0,futures_roll
2024-04-15,roll_open,futures,IM2405,5.0,5197.0,200.0,5197000.0,0.0,futures_roll
2024-04-22,hedge_rebalance,futures,IM2405,35.0,5189.2,200.0,36324400.0,0.0,delta_rebalance
2024-04-23,hedge_rebalance,futures,IM2405,-35.0,5151.8,200.0,36062600.0,0.0,delta_rebalance
2024-05-13,roll_close,futures,IM2405,-5.0,5512.0,200.0,5512000.0,0.0,futures_roll
2024-05-13,roll_open,futures,IM2406,5.0,5443.8,200.0,5443800.0,0.0,futures_roll
2024-05-23,hedge_rebalance,futures,IM2406,28.0,5359.0,200.0,30010400.0,0.0,delta_rebalance
2024-05-24,hedge_rebalance,futures,IM2406,-27.0,5291.2,200.0,28572480.0,0.0,delta_rebalance
2024-06-17,roll_close,futures,IM2406,-6.0,5173.8,200.0,6208560.000000001,0.0,futures_roll
2024-06-17,roll_open,futures,IM2407,6.0,5126.4,200.0,6151680.0,0.0,futures_roll
2024-07-12,hedge_rebalance,futures,IM2407,-33.0,4864.2,200.0,32103720.0,0.0,delta_rebalance
2024-07-15,roll_close,futures,IM2407,27.0,4808.8,200.0,25967520.0,0.0,futures_roll
2024-07-15,roll_open,futures,IM2408,-27.0,4765.8,200.0,25735320.0,0.0,futures_roll
2024-07-15,hedge_rebalance,futures,IM2408,33.0,4765.8,200.0,31454280.0,0.0,delta_rebalance
2024-08-12,roll_close,futures,IM2408,-6.0,4678.4,200.0,5614080.0,0.0,futures_roll
2024-08-12,roll_open,futures,IM2409,6.0,4624.2,200.0,5549039.999999999,0.0,futures_roll
2024-08-29,hedge_rebalance,futures,IM2409,-32.0,4527.4,200.0,28975359.999999996,0.0,delta_rebalance
2024-08-30,hedge_rebalance,futures,IM2409,32.0,4621.0,200.0,29574400.0,0.0,delta_rebalance
2024-09-18,roll_close,futures,IM2409,-6.0,4405.0,200.0,5286000.0,0.0,futures_roll
2024-09-18,roll_open,futures,IM2410,6.0,4365.6,200.0,5238720.0,0.0,futures_roll
2024-09-18,hedge_rebalance,futures,IM2410,-1.0,4365.6,200.0,873120.0000000001,0.0,delta_rebalance
2024-09-19,hedge_rebalance,futures,IM2410,1.0,4454.0,200.0,890800.0,0.0,delta_rebalance
2024-10-08,hedge_rebalance,futures,IM2410,-1.0,6219.8,200.0,1243960.0,0.0,delta_rebalance
2024-10-09,hedge_rebalance,futures,IM2410,1.0,5749.8,200.0,1149960.0,0.0,delta_rebalance
2024-10-14,roll_close,futures,IM2410,-6.0,5613.0,200.0,6735600.0,0.0,futures_roll
2024-10-14,roll_open,futures,IM2411,6.0,5597.8,200.0,6717360.000000001,0.0,futures_roll
2024-10-22,hedge_rebalance,futures,IM2411,23.0,5873.8,200.0,27019480.0,0.0,delta_rebalance
2024-10-23,hedge_rebalance,futures,IM2411,-23.0,5891.2,200.0,27099520.0,0.0,delta_rebalance
2024-11-05,hedge_rebalance,futures,IM2411,-1.0,6283.4,200.0,1256680.0,0.0,delta_rebalance
2024-11-08,hedge_rebalance,futures,IM2411,-7.0,6408.6,200.0,8972040.0,0.0,delta_rebalance
2024-11-11,roll_close,futures,IM2411,2.0,6525.6,200.0,2610240.0,0.0,futures_roll
2024-11-11,roll_open,futures,IM2412,-2.0,6490.4,200.0,2596160.0,0.0,futures_roll
2024-11-11,hedge_rebalance,futures,IM2412,7.0,6490.4,200.0,9086560.0,0.0,delta_rebalance
2024-11-15,hedge_rebalance,futures,IM2412,1.0,6103.0,200.0,1220600.0,0.0,delta_rebalance
2024-11-20,hedge_rebalance,futures,IM2412,-1.0,6190.8,200.0,1238160.0,0.0,delta_rebalance
2024-11-22,hedge_rebalance,futures,IM2412,1.0,5951.2,200.0,1190240.0,0.0,delta_rebalance
2024-12-02,hedge_rebalance,futures,IM2412,-1.0,6266.8,200.0,1253360.0,0.0,delta_rebalance
2024-12-04,hedge_rebalance,futures,IM2412,1.0,6171.8,200.0,1234360.0,0.0,delta_rebalance
2024-12-05,hedge_rebalance,futures,IM2412,-1.0,6255.6,200.0,1251120.0,0.0,delta_rebalance
2024-12-16,roll_close,futures,IM2412,-5.0,6263.4,200.0,6263400.0,0.0,futures_roll
2024-12-16,roll_open,futures,IM2501,5.0,6227.0,200.0,6227000.0,0.0,futures_roll
2024-12-16,hedge_rebalance,futures,IM2501,1.0,6227.0,200.0,1245400.0,0.0,delta_rebalance
2024-12-30,hedge_rebalance,futures,IM2501,-27.0,6133.6,200.0,33121440.000000004,0.0,delta_rebalance
2024-12-31,hedge_rebalance,futures,IM2501,27.0,5926.4,200.0,32002559.999999996,0.0,delta_rebalance
2025-01-02,hedge_rebalance,futures,IM2501,1.0,5778.0,200.0,1155600.0,0.0,delta_rebalance
2025-01-03,hedge_rebalance,futures,IM2501,-32.0,5625.0,200.0,36000000.0,0.0,delta_rebalance
2025-01-06,hedge_rebalance,futures,IM2501,32.0,5597.2,200.0,35822080.0,0.0,delta_rebalance
2025-01-13,roll_close,futures,IM2501,-7.0,5557.6,200.0,7780640.000000001,0.0,futures_roll
2025-01-13,roll_open,futures,IM2502,7.0,5516.0,200.0,7722400.0,0.0,futures_roll
2025-01-21,hedge_rebalance,futures,IM2502,-1.0,5881.6,200.0,1176320.0,0.0,delta_rebalance
2025-01-22,hedge_rebalance,futures,IM2502,1.0,5843.0,200.0,1168600.0,0.0,delta_rebalance
2025-01-24,hedge_rebalance,futures,IM2502,-1.0,5945.0,200.0,1189000.0,0.0,delta_rebalance
2025-01-27,hedge_rebalance,futures,IM2502,1.0,5825.8,200.0,1165160.0,0.0,delta_rebalance
2025-02-06,hedge_rebalance,futures,IM2502,-1.0,6024.0,200.0,1204800.0,0.0,delta_rebalance
2025-02-17,roll_close,futures,IM2502,-6.0,6262.8,200.0,7515360.000000001,0.0,futures_roll
2025-02-17,roll_open,futures,IM2503,6.0,6219.2,200.0,7463039.999999999,0.0,futures_roll
2025-02-21,hedge_rebalance,futures,IM2503,-1.0,6399.0,200.0,1279800.0,0.0,delta_rebalance
2025-02-27,hedge_rebalance,futures,IM2503,22.0,6415.0,200.0,28226000.0,0.0,delta_rebalance
2025-02-28,hedge_rebalance,futures,IM2503,-21.0,6230.4,200.0,26167680.0,0.0,delta_rebalance
2025-03-05,hedge_rebalance,futures,IM2503,-1.0,6313.0,200.0,1262600.0,0.0,delta_rebalance
2025-03-17,roll_close,futures,IM2503,-5.0,6543.4,200.0,6543400.0,0.0,futures_roll
2025-03-17,roll_open,futures,IM2504,5.0,6471.6,200.0,6471600.0,0.0,futures_roll
2025-03-24,hedge_rebalance,futures,IM2504,1.0,6280.0,200.0,1256000.0,0.0,delta_rebalance
2025-03-25,hedge_rebalance,futures,IM2504,-2.0,6250.8,200.0,2500320.0,0.0,delta_rebalance
2025-03-26,hedge_rebalance,futures,IM2504,2.0,6261.8,200.0,2504720.0,0.0,delta_rebalance
2025-04-07,hedge_rebalance,futures,IM2504,2.0,5554.0,200.0,2221600.0,0.0,delta_rebalance
2025-04-10,hedge_rebalance,futures,IM2504,-1.0,5744.8,200.0,1148960.0,0.0,delta_rebalance
2025-04-14,roll_close,futures,IM2504,-7.0,5879.8,200.0,8231720.0,0.0,futures_roll
2025-04-14,roll_open,futures,IM2505,7.0,5794.0,200.0,8111600.0,0.0,futures_roll
2025-05-08,hedge_rebalance,futures,IM2505,-1.0,6127.6,200.0,1225520.0,0.0,delta_rebalance
2025-05-09,hedge_rebalance,futures,IM2505,1.0,6056.2,200.0,1211240.0,0.0,delta_rebalance
2025-05-12,roll_close,futures,IM2505,-7.0,6151.6,200.0,8612240.0,0.0,futures_roll
2025-05-12,roll_open,futures,IM2506,7.0,6037.0,200.0,8451800.0,0.0,futures_roll
2025-05-12,hedge_rebalance,futures,IM2506,-1.0,6037.0,200.0,1207400.0,0.0,delta_rebalance
2025-05-15,hedge_rebalance,futures,IM2506,1.0,5949.0,200.0,1189800.0,0.0,delta_rebalance
2025-05-20,hedge_rebalance,futures,IM2506,-1.0,6019.4,200.0,1203880.0,0.0,delta_rebalance
2025-05-21,hedge_rebalance,futures,IM2506,1.0,6000.6,200.0,1200120.0,0.0,delta_rebalance
2025-06-04,hedge_rebalance,futures,IM2506,22.0,6054.0,200.0,26637600.0,0.0,delta_rebalance
2025-06-05,hedge_rebalance,futures,IM2506,-22.0,6101.6,200.0,26847040.000000004,0.0,delta_rebalance
2025-06-09,hedge_rebalance,futures,IM2506,-1.0,6167.8,200.0,1233560.0,0.0,delta_rebalance
2025-06-10,hedge_rebalance,futures,IM2506,1.0,6113.8,200.0,1222760.0,0.0,delta_rebalance
2025-06-11,hedge_rebalance,futures,IM2506,-1.0,6144.0,200.0,1228800.0,0.0,delta_rebalance
2025-06-12,hedge_rebalance,futures,IM2506,-10.0,6156.8,200.0,12313600.0,0.0,delta_rebalance
2025-06-13,hedge_rebalance,futures,IM2506,11.0,6084.2,200.0,13385240.0,0.0,delta_rebalance
2025-06-16,roll_close,futures,IM2506,-7.0,6127.4,200.0,8578360.0,0.0,futures_roll
2025-06-16,roll_open,futures,IM2507,7.0,6037.2,200.0,8452080.0,0.0,futures_roll
2025-06-24,hedge_rebalance,futures,IM2507,-1.0,6134.2,200.0,1226840.0,0.0,delta_rebalance
2025-07-11,hedge_rebalance,futures,IM2507,-1.0,6452.8,200.0,1290560.0,0.0,delta_rebalance
2025-07-14,roll_close,futures,IM2507,-5.0,6442.2,200.0,6442200.0,0.0,futures_roll
2025-07-14,roll_open,futures,IM2508,5.0,6373.4,200.0,6373400.0,0.0,futures_roll
2025-07-24,hedge_rebalance,futures,IM2508,-1.0,6675.8,200.0,1335160.0,0.0,delta_rebalance
2025-08-01,hedge_rebalance,futures,IM2508,-13.0,6616.8,200.0,17203680.0,0.0,delta_rebalance
2025-08-04,hedge_rebalance,futures,IM2508,13.0,6711.8,200.0,17450680.0,0.0,delta_rebalance
2025-08-05,hedge_rebalance,futures,IM2508,-1.0,6754.4,200.0,1350880.0,0.0,delta_rebalance
2025-08-08,hedge_rebalance,futures,IM2508,7.0,6810.2,200.0,9534280.0,0.0,delta_rebalance
2025-08-11,roll_close,futures,IM2508,-10.0,6925.6,200.0,13851200.0,0.0,futures_roll
2025-08-11,roll_open,futures,IM2509,10.0,6851.2,200.0,13702400.0,0.0,futures_roll
2025-08-11,hedge_rebalance,futures,IM2509,-7.0,6851.2,200.0,9591680.0,0.0,delta_rebalance
2025-08-13,hedge_rebalance,futures,IM2509,-1.0,7001.8,200.0,1400360.0,0.0,delta_rebalance
2025-08-15,hedge_rebalance,futures,IM2509,2.0,7086.2,200.0,2834480.0,0.0,delta_rebalance
2025-08-18,hedge_rebalance,futures,IM2509,-3.0,7184.4,200.0,4310639.999999999,0.0,delta_rebalance
2025-08-22,hedge_rebalance,futures,IM2509,-1.0,7348.6,200.0,1469720.0,0.0,delta_rebalance
